p,U:0,U:1,U:2,vtkOriginalPointIds,Points:0,Points:1,Points:2,t
-0.21909,0.91981,-0.077748,2.4162e-20,4870,3.8541,-1.5676,0,26.0
-0.32809,0.39016,-0.22069,4.9360000000000006e-20,4885,4.728,-0.4678,0,26.0
-0.2908,0.93121,-0.0031415,1.1312e-20,4889,4.4592,-1.3602,0,26.0
-0.21321,1.2328,0.034407,-4.0093999999999995e-21,4892,4.0873,-1.9478,0,26.0
-0.32918,0.88863,0.060818,-1.4787e-20,4898,4.812,-1.1452,0,26.0
-0.34657,0.8427,0.1538,5.238099999999999e-21,4907,5.1561,-0.92345,0,26.0
-0.3349,0.78871,0.26323,-6.2858999999999995e-21,4916,5.492,-0.6965,0,26.0
-0.25045,1.2455,0.24504,-1.3351e-20,4921,5.0459,-1.7602,0,26.0
-0.28447,1.0438,0.39246,2.4888e-20,4928,5.6516,-1.1424,0,26.0
-0.25267,0.87194,0.48923,4.6529e-20,4936,6.08,-0.69506,0,26.0
-0.21698,1.1625,0.40026,3.6141e-21,4940,5.762,-1.5616,0,26.0
-0.19904,0.94949,0.52831,-5.6614e-20,4947,6.3357,-0.91989,0,26.0
-0.17148,1.1499,0.39021,-2.6440000000000003e-20,4951,5.9608,-1.7579,0,26.0
-0.082236,0.74646,0.4786,9.9166e-21,4986,7.7527,-0.69096,0,26.0
-0.09466,0.61541,0.4628,-3.2768000000000004e-20,5005,8.5472,-0.46122,0,26.0
-0.051169,0.7029,0.37125,-1.1590000000000001e-20,5008,8.3977,-1.1332,0,26.0
-0.020522,0.7505,0.27036,2.0595e-20,5021,8.5295,-1.7514,0,26.0
-0.079134,0.55328,0.28666,-1.7736e-20,5027,9.2813,-0.91101,0,26.0
-0.045606,0.62203,-0.14952,7.737300000000001e-20,5059,10.499,-1.3395,0,26.0
-0.077362,0.80716,-0.47555,6.2071e-21,5075,11.684,-0.45582,0,26.0
-0.020073,0.72727,-0.31464,3.2714e-20,5081,11.32,-1.7443,0,26.0
-0.079316,0.80503,-0.48104,8.9272e-21,5095,12.738,-0.454,0,26.0
-0.11536,1.2013,0.15435,-2.0726e-21,5561,5.0613,-2.97,0,26.0
-0.10588,1.1764,0.1789,-2.1316e-20,5591,5.3695,-2.97,0,26.0
-0.094014,1.146,0.19901,-3.8551999999999995e-21,5621,5.6893,-2.97,0,26.0
-0.072268,1.1219,0.15433,5.159399999999999e-21,5623,5.6893,-3.4878,0,26.0
-0.036352,0.99537,0.21698,-3.3658999999999997e-21,5741,7.0919,-2.97,0,26.0
-0.018016,1.0194,0.10801,-1.0261999999999999e-21,5746,7.0919,-4.4072,0,26.0
-0.0155,1.0233,0.091023,-2.4626999999999998e-21,5747,7.0919,-4.7572,0,26.0
-0.0093139,1.0326,0.050697,4.2577e-22,5750,7.0919,-5.9596,0,26.0
-0.010392,0.91892,0.18595,2.026e-21,5801,7.874,-2.97,0,26.0
-0.0040825,0.9574,0.12465,3.3148999999999995e-21,5804,7.874,-3.7739,0,26.0
0.011871,0.76672,0.12074,-4.1192e-21,5889,9.1598,-2.5172,0,26.0
0.020494,0.91515,0.039134,-3.2036999999999996e-21,5895,9.1598,-4.08,0,26.0
0.0194,0.68482,0.0061716,1.3975e-22,5949,10.099,-2.5172,0,26.0
0.03323,0.84413,-0.032609,-9.6303e-22,5953,10.099,-3.4878,0,26.0
0.024035,0.96999,-0.01954,7.7347e-22,5958,10.099,-5.1314,0,26.0
0.029289,0.75354,-0.15194,-1.9982999999999998e-22,6011,11.109,-2.97,0,26.0
0.035293,0.93657,-0.11262,-3.1523e-22,6015,11.109,-4.08,0,26.0
0.0046656,0.84423,-0.3181,-2.3058e-20,6070,12.196,-2.736,0,26.0
0.025675,1.0517,-0.099563,0.0,6077,12.196,-4.7572,0,26.0
0.020937,1.0469,-0.041764,8.340899999999999e-22,6080,12.196,-5.9596,0,26.0
-0.062167,1.0898,-0.23313,5.8615e-20,6745,-0.57975,-2.4134,0,26.0
0.088357,0.9305,-0.25627,-3.9907e-20,6748,-1.5316,-1.7937,0,26.0
0.11908,0.86849,-0.33594,-6.825300000000001e-20,6789,-1.3571,-1.3571,0,26.0
0.10627,0.83909,-0.43205,4.4959e-20,6819,-1.1532,-1.1532,0,26.0
0.039523,0.77263,-0.60044,4.8563e-20,6859,-0.91393,-0.91393,0,26.0
-0.10273,0.91481,-0.59617,7.4982e-20,6860,-0.76021,-1.0465,0,26.0
-0.323,0.97329,-0.47239,-1.8125e-20,6873,-0.46551,-1.1238,0,26.0
-0.41282,0.93051,-0.28597,4.4213e-20,6876,-0.19028,-1.201,0,26.0
-0.47193,0.32567,-0.059874,-4.3444e-20,6897,-0.083909,-1.066,0,26.0
-0.13618,0.0,0.0,0.0,6898,-0.64945,-0.76041,0,26.0
-0.2924,0.0,0.0,0.0,6901,-0.5225,-0.85264,0,26.0
-0.40543,0.0,0.0,0.0,6903,-0.38268,-0.92388,0,26.0
-0.48051,0.0,0.0,0.0,6906,-0.15643,-0.98769,0,26.0
-0.48281,0.0,0.0,0.0,6907,-0.078459,-0.99692,0,26.0
0.14665,0.88733,-0.16051,-1.81e-20,6923,-2.3204,-1.6853,0,26.0
0.21634,0.81282,-0.09148,7.4669e-21,6929,-2.6029,-0.84595,0,26.0
0.33158,0.64982,-0.11964,-1.1656e-20,6991,-1.87,-0.44916,0,26.0
0.26193,0.72203,-0.23888,6.337899999999999e-22,6994,-1.7142,-0.87328,0,26.0
0.19524,0.79044,-0.29757,4.6795e-20,6996,-1.5553,-1.1297,0,26.0
0.41592,0.51411,-0.036894,4.9003e-20,7016,-1.6271,-0.12817,0,26.0
0.3642,0.57005,-0.21562,-6.1483e-20,7019,-1.5541,-0.50503,0,26.0
0.25765,0.65929,-0.38888,5.555300000000001e-20,7031,-1.3165,-0.80663,0,26.0
0.47165,0.36799,-0.13669,-4.0505e-20,7044,-1.3568,-0.21499,0,26.0
0.42591,0.37212,-0.3201,-5.3735e-20,7055,-1.2306,-0.39989,0,26.0
0.25568,0.55062,-0.51186,7.0968e-20,7058,-1.1031,-0.67593,0,26.0
0.11336,0.69739,-0.58357,8.513800000000001e-20,7060,-0.98326,-0.83971,0,26.0
0.52252,0.142,-0.157,1.8559000000000002e-20,7071,-1.1273,-0.17859,0,26.0
0.38789,0.15888,-0.28493,-1.4026000000000001e-19,7083,-0.98812,-0.40929,0,26.0
0.54833,0.0,0.0,0.0,7089,-0.98769,-0.15643,0,26.0
0.51127,0.0,0.0,0.0,7090,-0.97237,-0.23345,0,26.0
0.23069,0.0,0.0,0.0,7094,-0.85264,-0.5225,0,26.0
0.045938,0.0,0.0,0.0,7096,-0.76041,-0.64945,0,26.0
0.17042,0.87072,-0.020367,6.4846e-21,7368,-3.5732,-0.46918,0,26.0
0.16029,0.88212,-0.062999,1.6432e-20,7371,-3.3916,-1.1488,0,26.0
0.077332,0.97378,-0.0677,-2.9567999999999998e-21,8062,-4.1311,-3.4878,0,26.0
0.0015098,1.0491,-0.12747,1.2895e-20,8451,-1.1464,-3.8396,0,26.0
-0.039273,1.0915,-0.12505,1.7938e-20,8570,-0.23491,-3.8016,0,26.0
-0.024556,1.0809,-0.095778,-3.1400999999999997e-21,8573,-0.23383,-4.5663,0,26.0
-0.42171,0.0,0.0,0.0,82,0.70711,0.70711,0,27.0
-0.41088,-0.0057972,0.044417,-4.2892000000000003e-20,87,0.85936,0.85936,0,27.0
-0.40747,0.1848,0.025042,2.4922e-20,92,0.89178,1.0442,0,27.0
-0.39637,0.6925,0.026898,3.7440999999999996e-21,101,1.2866,1.2866,0,27.0
-0.36257,1.3037,-0.001861,-7.1959e-21,112,1.5316,1.7937,0,27.0
-0.30333,1.3083,-0.048733,-5.8283999999999995e-21,120,1.8605,2.1789,0,27.0
-0.42989,0.07826,0.014632,-6.1174e-21,126,0.71472,0.98382,0,27.0
-0.46191,0.0,0.0,0.0,145,0.5225,0.85264,0,27.0
-0.42901,0.43395,0.0091399,-2.6433e-20,149,0.71792,1.1717,0,27.0
-0.37444,1.2505,0.06478,-5.7839e-20,155,1.0047,1.6399,0,27.0
-0.45909,0.23577,-0.0023516,2.0711e-20,168,0.5522,1.0838,0,27.0
-0.45495,0.73519,0.037994,-1.5313e-20,191,0.52598,1.2698,0,27.0
-0.52904,0.0,0.0,0.0,208,0.30902,0.95106,0,27.0
-0.49616,0.45521,0.0097489,5.1325e-20,210,0.37591,1.1568,0,27.0
-0.38372,1.3101,0.14813,1.1126e-20,216,0.5338,1.6426,0,27.0
-0.51556,0.57576,0.032677,8.3395e-20,231,0.28397,1.1826,0,27.0
-0.47748,1.0047,0.11316,-4.6627e-20,233,0.32087,1.3362,0,27.0
-0.35108,1.3311,0.17624,-6.6325e-20,238,0.42578,1.7727,0,27.0
-0.56948,0.53325,0.054099,-2.194e-20,272,0.089562,1.1377,0,27.0
-0.51896,1.0258,0.17417,1.1987e-20,274,0.1015,1.289,0,27.0
-0.6176,0.0,0.0,0.0,292,0.0,1.0,0,27.0
-0.37396,0.0,0.0,0.0,313,1.0,0.0,0,27.0
-0.38529,-0.022952,0.23989,-1.3815999999999998e-21,319,1.212,0.095424,0,27.0
-0.3779,-0.036154,0.25672,-1.1618e-20,320,1.2925,0.0,0,27.0
-0.38333,-0.067546,0.28059,-2.7201e-20,324,1.4555,0.0,0,27.0
-0.39287,-0.049729,0.29766,1.7609e-20,325,1.4519,0.11435,0,27.0
-0.42388,-0.066622,0.28514,4.3724e-20,333,1.8155,0.14304,0,27.0
-0.43347,-0.13061,0.22766,5.5885e-21,338,2.1297,0.0,0,27.0
-0.46363,-0.089582,-0.0043089,-1.1861e-20,348,2.7283,0.0,0,27.0
-0.3947,0.0,0.0,0.0,355,0.98769,0.15643,0,27.0
-0.48023,0.048297,0.21537,-9.235199999999999e-21,367,2.1071,0.33402,0,27.0
-0.39762,-0.026433,0.23094,3.3978e-21,378,1.1826,0.28397,0,27.0
-0.39794,-0.023882,0.26809,4.7211e-21,379,1.258,0.30208,0,27.0
-0.40363,-0.010241,0.30043,-6.240000000000001e-21,381,1.4172,0.34035,0,27.0
-0.43775,0.11486,0.25481,4.9088e-20,406,1.7344,0.56364,0,27.0
-0.50148,0.29488,0.13566,8.412e-21,410,2.137,0.69452,0,27.0
-0.54403,0.47697,-0.022449,2.4264e-20,413,2.4799,0.80599,0,27.0
-0.54961,0.54636,-0.089353,3.5536e-20,414,2.6029,0.84595,0,27.0
-0.40979,0.0,0.0,0.0,418,0.92388,0.38268,0,27.0
-0.47337,0.3326,0.14223,3.5768e-20,430,1.973,0.81724,0,27.0
-0.40177,-0.03229,0.15152,3.5662e-21,441,1.0838,0.5522,0,27.0
-0.39695,0.029689,0.214,3.0115e-21,444,1.2989,0.66178,0,27.0
-0.48635,0.61038,0.021792,-1.805e-20,453,2.1054,1.0726,0,27.0
-0.4112,0.0,0.0,0.0,460,0.85264,0.5225,0,27.0
-0.40967,0.27651,0.13414,2.6887e-20,469,1.5546,0.95244,0,27.0
-0.40272,-0.03179,0.089448,-8.528e-21,483,0.98382,0.71472,0,27.0
-0.39369,0.017262,0.11602,9.7046e-21,485,1.1114,0.8074,0,27.0
-0.42972,0.72098,0.021741,1.7644e-20,493,1.7261,1.2538,0,27.0
-0.48704,0.1393,-0.27722,-6.0326e-20,523,3.187,0.23587,0,27.0
-0.33152,0.070019,-0.51399,3.3937e-20,528,3.8141,0.0,0,27.0
-0.25833,0.10588,-0.61251,-2.0861e-21,532,4.2681,0.0,0,27.0
-0.26389,0.22989,-0.61125,-4.8031e-20,533,4.2628,0.23492,0,27.0
-0.22606,0.20703,-0.4688,3.5853e-20,540,5.282,0.0,0,27.0
-0.19722,0.23104,-0.3798,-3.7354000000000003e-20,543,5.5544,0.23377,0,27.0
-0.20522,0.38741,-0.0069194,-1.4118e-20,547,6.1409,0.23326,0,27.0
-0.22663,0.55987,0.24576,1.4642e-19,548,6.4555,0.0,0,27.0
-0.13016,0.71794,0.54127,-2.4664e-20,554,7.4555,0.0,0,27.0
-0.097287,0.69116,0.53714,5.7644999999999996e-21,561,8.5669,0.23111,0,27.0
-0.13134,0.64497,0.4962,-1.2342e-20,565,9.382,0.23039,0,27.0
-0.17136,0.70802,-0.056133,-1.4291e-20,570,10.726,0.0,0,27.0
-0.077333,0.8723,-0.45944,6.3017e-22,626,12.738,0.454,0,27.0
-0.24843,0.53073,-0.57371,-5.2736000000000003e-20,641,4.1971,0.69968,0,27.0
-0.1566,0.4436,-0.54543,3.9413e-20,643,4.6868,0.69847,0,27.0
-0.11213,0.35154,0.032038,-3.4862e-20,649,6.3905,0.6943,0,27.0
-0.079236,0.62639,0.49954,1.8273999999999998e-21,653,7.7527,0.69096,0,27.0
-0.13366,0.92885,-0.43846,7.1358e-21,662,11.654,0.68139,0,27.0
-0.47335,0.74102,-0.40065,6.8773e-20,675,3.2568,0.92918,0,27.0
-0.36216,0.73851,-0.51724,-4.9777e-20,677,3.6808,0.9279,0,27.0
-0.080751,0.43013,-0.44208,-2.7275e-20,683,5.1561,0.92345,0,27.0
-0.49153,0.91508,-0.31198,3.7874e-20,712,2.9753,1.1514,0,27.0
-0.22778,0.8098,-0.50276,2.6681999999999996e-21,717,4.0596,1.1477,0,27.0
-0.030322,0.33222,-0.22995,6.7783e-20,724,5.9526,1.1414,0,27.0
-0.12633,0.72539,0.47879,1.137e-20,733,9.2192,1.1304,0,27.0
-0.12283,0.7945,-0.41507,2.9628e-20,757,4.4592,1.3602,0,27.0
-0.025956,0.58711,-0.3009,-3.1713e-20,760,5.2716,1.3574,0,27.0
-0.013545,0.47932,0.25994,7.9804e-21,766,7.19,1.3508,0,27.0
-0.05183,0.64569,0.49227,-3.2827e-20,769,8.319,1.347,0,27.0
-0.1949,1.0146,-0.12056,-2.6212e-20,774,10.499,1.3395,0,27.0
-0.31059,1.1126,-0.3844,-5.1590000000000005e-20,791,3.3928,1.5691,0,27.0
-0.2168,1.0025,-0.40731,-2.4596e-20,793,3.8541,1.5676,0,27.0
-0.049948,0.75131,-0.30523,-3.3491e-20,797,4.8843,1.5643,0,27.0
0.020527,0.46016,-0.13092,-1.9944e-20,801,6.0767,1.5606,0,27.0
-0.1217,1.0791,-0.38477,-1.933e-21,814,11.41,1.5437,0,27.0
-0.35301,1.2463,-0.26158,8.465700000000001e-20,828,2.8331,1.7658,0,27.0
-0.21162,1.1047,-0.30863,5.6918e-20,871,3.586,1.9485,0,27.0
-0.13682,0.99177,-0.30665,1.4556999999999998e-21,873,4.0873,1.9478,0,27.0
-0.035141,0.82916,-0.22733,-1.7962e-20,876,4.9116,1.9466,0,27.0
0.014824,0.73075,-0.13539,-1.5465e-20,878,5.5135,1.9457,0,27.0
0.059101,0.69861,0.097763,-5.872199999999999e-21,961,6.7218,2.3126,0,27.0
-0.01516,0.89005,-0.1279,-9.0542e-22,996,5.0613,2.5172,0,27.0
0.025389,0.83769,-0.042319,1.1459e-21,998,5.6893,2.5172,0,27.0
0.048539,0.77586,0.21524,-9.0595e-22,1003,7.4758,2.5172,0,27.0
-0.078123,1.255,-0.1008,5.0581e-23,1049,10.099,2.736,0,27.0
-0.058927,1.174,-0.23673,-2.4616e-20,1051,11.109,2.736,0,27.0
-0.034642,1.2065,0.086064,8.1744e-22,1087,9.1598,2.97,0,27.0
-0.021983,1.0445,-0.23184,1.0204e-20,1093,12.196,2.97,0,27.0
-0.01735,0.95625,-0.071448,1.182e-20,1116,5.0613,3.2202,0,27.0
0.026124,0.9918,0.065952,-6.9797e-22,1201,6.7218,3.7739,0,27.0
-0.0013221,1.1578,0.020545,-1.4050999999999998e-21,1247,9.1598,4.08,0,27.0
-0.011184,1.1132,-0.11709,3.9242999999999997e-22,1251,11.109,4.08,0,27.0
0.0087241,1.0316,0.031381,1.0556999999999999e-21,1321,6.7218,4.7572,0,27.0
0.0037865,1.0397,-0.10316,0.0,1333,12.196,4.7572,0,27.0
-0.12449,1.1533,0.12056,3.6254e-20,2145,-4.3934e-16,3.1819,0,27.0
-0.092083,1.1241,0.089861,-1.8615e-20,2175,-4.2301e-16,3.807,0,27.0
-0.073848,1.1069,0.073191,-9.650000000000001e-21,2195,-4.1015e-16,4.2993,0,27.0
0.078154,0.92937,0.2873,4.5397e-20,2456,-1.5845,1.5845,0,27.0
0.048832,0.88728,0.46897,-4.9118e-20,2468,-1.1532,1.1532,0,27.0
-0.081598,0.93095,0.61356,-4.4303e-20,2475,-0.89178,1.0442,0,27.0
-0.16449,0.85222,0.66045,1.7504e-21,2479,-0.78951,0.92446,0,27.0
-0.24732,0.0,0.0,0.0,2484,-0.64945,0.76041,0,27.0
-0.085605,1.0047,0.51737,7.6669e-20,2499,-0.90709,1.2487,0,27.0
-0.2182,1.0714,0.58987,3.674e-21,2522,-0.71792,1.1717,0,27.0
-0.41882,0.0,0.0,0.0,2527,-0.5225,0.85264,0,27.0
-0.048109,1.0629,0.26977,-1.7177e-20,2533,-1.0726,2.1054,0,27.0
-0.38817,1.0291,0.56204,-2.0592e-20,2545,-0.5522,1.0838,0,27.0
-0.54329,0.0,0.0,0.0,2569,-0.38268,0.92388,0,27.0
-0.37916,1.226,0.48784,3.1167999999999998e-21,2585,-0.42475,1.3071,0,27.0
-0.48971,1.071,0.44467,-6.2804e-20,2587,-0.37591,1.1568,0,27.0
-0.62524,0.0,0.0,0.0,2632,-0.15643,0.98769,0,27.0
-0.196,1.2071,0.2214,-5.9662e-20,2639,-0.17623,2.2362,0,27.0
-0.28194,1.2656,0.28615,-9.6928e-21,2643,-0.14304,1.8155,0,27.0
-0.46802,1.2611,0.33281,-1.5378000000000002e-19,2648,-0.10781,1.369,0,27.0
-0.55531,0.97444,0.23747,3.9993e-20,2650,-0.095424,1.212,0,27.0
-0.5881,0.70403,0.15066,6.4967e-20,2651,-0.089562,1.1377,0,27.0
0.24733,0.77415,0.0152,-2.8815e-22,2660,-2.5997,0.0,0,27.0
0.31147,0.68605,0.019401,-3.9878e-23,2668,-2.1297,0.0,0,27.0
0.40855,0.51902,0.089869,-4.2713e-20,2679,-1.6271,0.12817,0,27.0
0.48496,0.34925,0.031609,-1.2266e-21,2684,-1.3725,0.0,0,27.0
0.52555,0.20258,0.03372,1.1463e-20,2688,-1.2153,0.0,0,27.0
0.55995,0.049425,0.021694,-1.2919e-21,2692,-1.0692,0.0,0,27.0
0.57018,0.0,0.0,0.0,2695,-1.0,0.0,0,27.0
0.4555,0.37913,0.20039,3.8864e-20,2711,-1.3568,0.21499,0,27.0
0.50172,0.15236,0.22101,-2.6426e-20,2714,-1.1273,0.17859,0,27.0
0.52588,0.0,0.0,0.0,2716,-0.98769,0.15643,0,27.0
0.37026,0.55841,0.21093,-8.5649e-20,2729,-1.5885,0.38151,0,27.0
0.20138,0.82486,0.11715,-6.5336e-21,2740,-2.6029,0.84595,0,27.0
0.29277,0.68603,0.20408,1.5697e-20,2747,-1.8296,0.59459,0,27.0
0.33971,0.58963,0.26617,5.8019e-20,2750,-1.5541,0.50503,0,27.0
0.38244,0.4539,0.35358,-4.8956e-20,2753,-1.3071,0.42475,0,27.0
0.40191,0.23716,0.38956,9.548700000000001e-20,2756,-1.0857,0.35279,0,27.0
0.41564,0.0,0.0,0.0,2758,-0.95106,0.30902,0,27.0
0.25931,0.6717,0.36105,-1.4676e-20,2792,-1.456,0.74178,0,27.0
0.25363,0.36186,0.51827,-1.8736000000000001e-19,2798,-1.0172,0.51827,0,27.0
0.25238,0.0,0.0,0.0,2800,-0.89101,0.45399,0,27.0
0.18917,0.80161,0.28225,8.5254e-23,2809,-1.7284,1.0589,0,27.0
0.21128,0.72075,0.39907,1.6032e-20,2813,-1.393,0.85347,0,27.0
0.20815,0.6327,0.52736,6.4027e-20,2816,-1.1717,0.71792,0,27.0
0.073775,0.50844,0.59333,2.5122e-19,2840,-0.92341,0.67086,0,27.0
0.055922,0.0,0.0,0.0,2842,-0.80902,0.58779,0,27.0
0.097365,0.93499,0.1757,2.56e-20,2844,-2.2843,1.9505,0,27.0
0.1049,0.82966,0.45345,-4.8983e-20,2855,-1.2411,1.0599,0,27.0
0.065557,0.77928,0.59321,-1.2106e-20,2858,-1.0442,0.89178,0,27.0
0.13709,0.90576,0.0074964,5.2543e-22,2912,-4.3358,0.0,0,27.0
0.16451,0.87439,0.038992,-5.5039e-21,2951,-3.5732,0.46918,0,27.0
0.15463,0.88439,0.066906,-1.3539e-20,3011,-3.47,0.92747,0,27.0
0.057447,0.98568,0.078777,2.8472999999999997e-21,3372,-3.8187,3.4878,0,27.0
-0.014718,1.0526,0.10141,8.921199999999999e-22,4180,-1.5637,4.1771,0,27.0
-0.38608,0.0,0.0,0.0,4394,0.64945,-0.76041,0,27.0
-0.42392,0.0,0.0,0.0,4402,0.45399,-0.89101,0,27.0
-0.45753,0.0,0.0,0.0,4406,0.30902,-0.95106,0,27.0
-0.49344,0.0,0.0,0.0,4410,0.15643,-0.98769,0,27.0
-0.46076,0.72868,-0.10572,-3.3472e-20,4436,0.095424,-1.212,0,27.0
-0.38895,0.25241,0.0079404,3.5801e-21,4441,0.67593,-1.1031,0,27.0
-0.3883,0.51269,-0.0072628,1.5076e-20,4453,0.62391,-1.2246,0,27.0
-0.40032,1.1384,-0.26376,1.422e-19,4459,-8.2717e-17,-1.3725,0,27.0
-0.36417,1.0676,-0.12253,-3.1714e-20,4477,0.47729,-1.4687,0,27.0
-0.3523,0.33511,0.038964,-1.5212e-20,4483,1.1532,-1.1532,0,27.0
-0.35231,0.81153,-0.026811,-2.2418e-20,4485,0.85347,-1.393,0,27.0
-0.24533,1.216,-0.26399,-3.0718e-20,4514,-1.8199e-16,-1.8196,0,27.0
-0.16736,1.1665,-0.21497,6.0654e-20,4558,-2.7552e-16,-2.2408,0,27.0
-0.23771,1.1105,-0.030402,2.6074e-20,4559,1.5316,-1.7937,0,27.0
-0.15799,1.1532,-0.051246,-1.8103e-21,4615,2.1213,-2.1213,0,27.0
-0.35281,0.0,0.0,0.0,4627,0.98769,-0.15643,0,27.0
-0.34104,0.0,0.0,0.0,4631,0.95106,-0.30902,0,27.0
-0.34334,0.0,0.0,0.0,4635,0.89101,-0.45399,0,27.0
-0.36601,0.0,0.0,0.0,4641,0.76041,-0.64945,0,27.0
-0.34726,-0.0067129,0.084789,-1.7482e-20,4646,1.0857,-0.35279,0,27.0
-0.36669,-0.017001,-0.014795,1.7279e-20,4651,0.86777,-0.74111,0,27.0
-0.35915,-0.021776,0.17959,-4.1527e-21,4653,1.201,-0.19028,0,27.0
-0.35029,-0.027948,0.048573,-8.497199999999999e-21,4657,1.0838,-0.5522,0,27.0
-0.3498,-0.047002,0.13284,3.9916e-22,4664,1.2306,-0.39989,0,27.0
-0.3657,0.011525,0.0059557,2.7166999999999997e-21,4669,0.98326,-0.83971,0,27.0
-0.35061,-0.051227,0.081478,1.0747000000000001e-20,4675,1.2246,-0.62391,0,27.0
-0.36282,-0.090404,0.22559,2.8343999999999996e-21,4680,1.4391,-0.22804,0,27.0
-0.34981,-0.089701,0.15861,1.5534e-21,4682,1.3864,-0.45054,0,27.0
-0.36128,0.084137,0.032425,7.755899999999999e-21,4687,1.1075,-0.94578,0,27.0
-0.38702,-0.15356,0.25934,-8.264e-21,4715,1.8155,-0.14304,0,27.0
-0.31339,-0.0097918,0.14298,2.3990000000000003e-20,4729,1.7142,-0.87328,0,27.0
-0.36375,-0.21364,0.21157,8.306e-21,4743,2.1071,-0.33402,0,27.0
-0.30659,-0.15655,0.18076,2.2753e-20,4745,2.0308,-0.65999,0,27.0
-0.28024,0.049382,0.14538,6.4123e-20,4747,1.9027,-0.96929,0,27.0
-0.27743,0.42108,0.094274,6.5244e-20,4749,1.7261,-1.2538,0,27.0
-0.25408,-0.1352,0.13496,5.4048e-21,4772,2.3614,-0.76747,0,27.0
-0.23232,-0.11961,0.10906,6.8456e-20,4781,2.4799,-0.80599,0,27.0
-0.11503,0.15255,-0.037415,8.156799999999999e-21,4818,2.9753,-1.1514,0,27.0
-0.26646,-0.15902,-0.25934,3.5371000000000004e-20,4825,3.3622,-0.47016,0,27.0
-0.085192,0.62903,-0.039567,-2.1164e-20,4830,2.9641,-1.5704,0,27.0
-0.11249,1.0332,-0.048364,5.051e-21,4832,2.6869,-1.9499,0,27.0
-0.17553,-0.046135,-0.36464,-6.039399999999999e-21,4846,3.7419,-0.70079,0,27.0
-0.082394,0.41678,-0.14622,5.2185e-21,4849,3.5057,-1.3635,0,27.0
-0.23972,0.029445,-0.59109,2.5499000000000002e-20,4864,4.2628,-0.23492,0,27.0
-0.17877,0.082955,-0.46471,-2.2765000000000002e-20,4866,4.1971,-0.69968,0,27.0
-0.1267,0.35626,-0.28945,-1.6062e-20,4868,4.0596,-1.1477,0,27.0
-0.10373,0.69943,-0.15125,7.2317e-21,4870,3.8541,-1.5676,0,27.0
-0.22538,0.1689,-0.51997,3.2868e-20,4885,4.728,-0.4678,0,27.0
-0.17233,0.68903,-0.1962,2.5444e-20,4889,4.4592,-1.3602,0,27.0
-0.12926,1.0848,-0.07861,1.6332e-21,4892,4.0873,-1.9478,0,27.0
-0.22584,0.65403,-0.20638,-2.8487e-20,4898,4.812,-1.1452,0,27.0
-0.27348,0.63322,-0.17415,5.1971e-21,4907,5.1561,-0.92345,0,27.0
-0.3017,0.61594,-0.099585,3.7021e-21,4916,5.492,-0.6965,0,27.0
-0.21617,1.1547,0.054641,-5.5692e-20,4921,5.0459,-1.7602,0,27.0
-0.29423,0.94203,0.12343,3.1108e-20,4928,5.6516,-1.1424,0,27.0
-0.29984,0.79947,0.21898,1.0075e-20,4936,6.08,-0.69506,0,27.0
-0.24661,1.1706,0.24094,3.8674e-20,4940,5.762,-1.5616,0,27.0
-0.2667,0.95601,0.37013,-5.5217e-20,4947,6.3357,-0.91989,0,27.0
-0.20878,1.2252,0.29532,-1.4423e-20,4951,5.9608,-1.7579,0,27.0
-0.1073,0.84846,0.52257,1.4920000000000002e-20,4986,7.7527,-0.69096,0,27.0
-0.083223,0.74553,0.48552,-1.3009e-20,5005,8.5472,-0.46122,0,27.0
-0.062064,0.82216,0.41787,-8.012299999999999e-21,5008,8.3977,-1.1332,0,27.0
-0.036759,0.8544,0.32848,1.1929e-20,5021,8.5295,-1.7514,0,27.0
-0.063577,0.68526,0.39423,-9.2689e-21,5027,9.2813,-0.91101,0,27.0
-0.050554,0.58507,0.13566,9.0284e-20,5059,10.499,-1.3395,0,27.0
-0.10213,0.75729,-0.37009,1.2958e-20,5075,11.684,-0.45582,0,27.0
-0.021588,0.64513,-0.11178,3.4965e-20,5081,11.32,-1.7443,0,27.0
-0.074844,0.82267,-0.47196,1.3593e-20,5095,12.738,-0.454,0,27.0
-0.10727,1.2332,0.089499,-6.0854e-23,5561,5.0613,-2.97,0,27.0
-0.10498,1.2223,0.12128,-1.9834e-20,5591,5.3695,-2.97,0,27.0
-0.099751,1.2037,0.15193,-5.688899999999999e-21,5621,5.6893,-2.97,0,27.0
-0.076213,1.1648,0.12111,6.2948e-21,5623,5.6893,-3.4878,0,27.0
-0.054815,1.0693,0.22406,-5.5982999999999996e-21,5741,7.0919,-2.97,0,27.0
-0.027588,1.0554,0.11464,-1.1612e-21,5746,7.0919,-4.4072,0,27.0
-0.023863,1.0533,0.097587,-1.8114e-21,5747,7.0919,-4.7572,0,27.0
-0.014978,1.0484,0.056306,7.3116999999999995e-22,5750,7.0919,-5.9596,0,27.0
-0.028567,0.98806,0.21821,2.134e-21,5801,7.874,-2.97,0,27.0
-0.017878,1.0042,0.15058,3.1288999999999998e-21,5804,7.874,-3.7739,0,27.0
-0.0036833,0.83957,0.19733,-3.7308999999999995e-21,5889,9.1598,-2.5172,0,27.0
0.0085028,0.93797,0.08923,-4.0199e-21,5895,9.1598,-4.08,0,27.0
